product_family,contract_name,chain,deployed_address,scope_tier,description,likely_proxy_type,source_availability,implementation_address,current_implementation_bytecode_hash,priority_score,priority_bucket,audit_status
Verified Pools,BasicPolicy,Base,0xcC7fE2Cf5B79F3EFaBF42caC8E223813242E1454,Tier 1,BasicPolicy listed under Verified Pools in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,43,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — ADA,Coinbase Wrapped ADA Mint Forwarder,Base,0x8c44C6a9ee7e64a65F288714d1Bb8043Cf0f3C5C,Tier 1,Coinbase Wrapped ADA Mint Forwarder listed under Wrapped Token — ADA in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — ADA,Coinbase Wrapped ADA,Base,0xcbADA732173e39521CDBE8bf59a6Dc85A9fc7b8c,Tier 1,Coinbase Wrapped ADA listed under Wrapped Token — ADA in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — DOGE,Coinbase Wrapped DOGE Mint Forwarder,Base,0x0549899a89e661044f9E7a1B76A157d407D85163,Tier 1,Coinbase Wrapped DOGE Mint Forwarder listed under Wrapped Token — DOGE in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — DOGE,Coinbase Wrapped DOGE,Base,0xcbD06E5A2B0C65597161de254AA074E489dEb510,Tier 1,Coinbase Wrapped DOGE listed under Wrapped Token — DOGE in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — LTC,Coinbase Wrapped LTC Mint Forwarder,Base,0x423077A24c3019E3A291bE2D29a34A4D97AA2DeD,Tier 1,Coinbase Wrapped LTC Mint Forwarder listed under Wrapped Token — LTC in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — LTC,Coinbase Wrapped LTC,Base,0xcb17C9Db87B595717C857a08468793f5bAb6445F,Tier 1,Coinbase Wrapped LTC listed under Wrapped Token — LTC in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — XRP,Coinbase Wrapped XRP Mint Forwarder,Base,0x2ebDCFaCCB0c3B6039Dd8C7c30bF633ACE8c268C,Tier 1,Coinbase Wrapped XRP Mint Forwarder listed under Wrapped Token — XRP in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Token — XRP,Coinbase Wrapped XRP,Base,0xcb585250f852C6c6bf90434AB21A00f02833a4af,Tier 1,Coinbase Wrapped XRP listed under Wrapped Token — XRP in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x0000D340e876e1De249CcA0FD91d91aE612741E8,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x00003f0f758054D91430AFC79b8666fbA06ccB2c,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x0000955334545d3c2bdECE50C7F3877054F4dCF7,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x000036624A21E2047D28449989A943c64b5210d0,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x00005721895c940fe1066B147358cE6d31A31378,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x0000B216f5011f882604D2cFa295A83d77025727,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x0000DfcD0263aC062b3fC7A17aBd1f0407f389A6,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Ethereum,0x00000000001c3dC9A681A014e2732bF1419aFAec,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,TokenFactory,Base,0x00000000001c3dC9A681A014e2732bF1419aFAec,Tier 1,TokenFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x000054fCEAB4632B9c8B7fd20cE9790352426716,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000FF0b7Fdf0449c0761356680c0516fD76c0f5,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000F4E1b81A88A7b1732a4A5FdfaA4999F45075,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x00001962896d81F18Bca192a2Bc90f85b5478698,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000Bfaa45AA7352D7A5b151D34f4EFc096E9Cf6,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000Efa3D0485d3E0B6A48adE0d61a59451f648f,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x00002027199E51Ce5648E56F0F003759e3D7b16e,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000c1c5F00bD1843b6c1703eA1F457a2Bb5c457,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Ethereum,0x0000000000E552550beC95A36217A91CeBA099b0,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintForwarderFactory,Base,0x0000000000E552550beC95A36217A91CeBA099b0,Tier 1,MintForwarderFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0x20F25adf31BD5Ed53367293C6926bF1AdfC7Ea54,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0x76D62719c6A7766c8478B46f995E99AD4675d86a,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0x17165086067fc58a04CB8E9dA5B6917B6f23f109,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0xA9A4408db72F168c5b0bf413b369824450517126,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0x4d5b3aca5968f7075F023d2A7AA830358C3c2b48,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0xE3111D45733Efee14bFB1EbE2364D929eDBd9059,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0xadab385DFD0bB2c21E292c5F586471a2878A101e,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0x0C8B7E98b39aA7983D2444661805a628E8A041DB,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Base,0xF903f3A8B30a7b645e76DB8511b4121cc96160EB,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklister,Ethereum,0xF903f3A8B30a7b645e76DB8511b4121cc96160EB,Tier 1,BatchBlacklister listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklisterV2,Base,0xa0BF66C54002cEb15aB6E8423EebB994E8b2f7FE,Tier 1,BatchBlacklisterV2 listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklisterV2,Ethereum,0xE34Fd8e02815125aB0947434e42978a8A4e70906,Tier 1,BatchBlacklisterV2 listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,BatchBlacklisterV2,Arbitrum,0x63d7212C0503b04BdC2BCCe90fe26800859F2f81,Tier 1,BatchBlacklisterV2 listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,37,Medium priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintFactoryFree,Base,0x5da05215acA9eDBE27CBDCE86888986E4b4c996F,Tier 1,MintFactoryFree listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintFactory,Base,0x20e26eD291B85A44A6Eb9b0D336512b53fd93092,Tier 1,MintFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintFactory,Base,0x560aa3207ae4b516A5489E04f2Fa2e2808CEa896,Tier 1,MintFactory listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintFactoryCreator,Base,0xAeb73b6C8ed3776EA6b9284082588c55E35e1b27,Tier 1,MintFactoryCreator listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Wrapped Tokens Infrastructure,MintFactoryCreator,Base,0x52d443855E4d15dc47d323fA94e7d92342d3Eb57,Tier 1,MintFactoryCreator listed under Wrapped Tokens Infrastructure in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,49,High priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Ethereum,0xb7486B5bd2d14714950B082EafebE9822a1d96eE,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Arbitrum,0xaa861940DD2ED2fE4a3108E51f7f117bb6798E65,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Avalanche,0xB487A8739AA114178C5aA5608eF1D2fc26D17A9e,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Base,0x2A06274c976C4db9CbaF702B559E0B5765D07b0d,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Polygon,0x9efea6f63d583624E5a459D680D3A27Adf6C570d,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockup,Optimism,0x16879Ca809e8CA2783d89C2Ee830671A8C348230,Tier 1,WeightedTokenVestingLockup listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Ethereum,0x341251e680fB0FD4f47aD4dC1AD61C3bE5142d0e,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,67,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Arbitrum,0xD42eA6a51ec16c0Cb581695343F9F3d652d98945,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,67,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Avalanche,0x5bFd3bDFf68346909d352757055e98f2654a3c10,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,62,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Base,0x08c1820bA6A0B88eB1f3E3eC7C9B8cf85E63C6FC,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,67,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Polygon,0xc7284314593e952717b6a0b78766887b37fb1720,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,67,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingLockupFactory,Optimism,0x85F2A6BB58E52c9189fD8748790C5059508FBDc1,Tier 1,WeightedTokenVestingLockupFactory listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,67,Critical priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Ethereum,0xc76B81D835A6Ef88fb9b841C22Ed492473577aC3,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Arbitrum,0xF3D74Bc4E97aD56DDcB0576629c360fB40A871e2,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,BNB Smart Chain,0x3065aa025a27B42B98E43a5fF7B3965c0174D1bD,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Avalanche,0xD85d9Cd1E453AeE54e448Cef4941F0718922a672,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Base,0xcc93eb838F061A375A37d0d65E8D68f15e9D07E5,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Polygon,0x595db8eCa8d64f28A57D5F240204FDc8AdbCb8c7,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,WeightedVestingModule,Optimism,0x848E9743b6D0aC5614f6427d94fEd295Fe393b6d,Tier 1,WeightedVestingModule listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Ethereum,0x782F402C93E9b0d931197cD727e006356B55699d,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Arbitrum,0x6A46c2411e6FD9205D44b82C5B32B2Db7C150263,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,BNB Smart Chain,0x208F9c3Ca561977ee49AB84E2243c1531a265bd1,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Avalanche,0xE57499B85448582a0bFd486283a0a023581D2778,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Base,0x674A3Ab5d2be0dA09bF1662E1f9827bdDA3d103F,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Polygon,0x00F849ca595cFa7CeCd052E77e9d152618333E8E,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,VestingModuleRegistry,Optimism,0xC34c1643c4C2488315Dc709FCB5ABc6b4E3dE6C7,Tier 1,VestingModuleRegistry listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,33,Medium priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Ethereum,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Arbitrum,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,BNB Smart Chain,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,52,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Avalanche,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,52,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Base,0x834297cAF503d9455395A62336e653FCf2234962,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Polygon,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Liqufi,BatchPayments,Optimism,0x39C4B71D53Db0B6B647fe5013608eeA292db4A73,Tier 1,BatchPayments listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVesting V1,BNB Smart Chain,0x674A3Ab5d2be0dA09bF1662E1f9827bdDA3d103F,Tier 1,WeightedTokenVesting V1 listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,28,Low priority,inventory_parsed_not_reviewed
Liqufi,WeightedTokenVestingFactory V1,BNB Smart Chain,0x834297cAF503d9455395A62336e653FCf2234962,Tier 1,WeightedTokenVestingFactory V1 listed under Liqufi in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,62,Critical priority,inventory_parsed_not_reviewed
Base–Solana Bridge,Bridge,Base,0x3eff766C76a1be2Ce1aCF2B69c78bCae257D5188,Tier 1,Bridge listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,45,High priority,inventory_parsed_not_reviewed
Base–Solana Bridge,BridgeValidator,Base,0xAF24c1c24Ff3BF1e6D882518120fC25442d6794B,Tier 1,BridgeValidator listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,73,Critical priority,inventory_parsed_not_reviewed
Base–Solana Bridge,CrossChainERC20Factory,Base,0xDD56781d0509650f8C2981231B6C917f2d5d7dF2,Tier 1,CrossChainERC20Factory listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,79,Critical priority,inventory_parsed_not_reviewed
Base–Solana Bridge,Twin Beacon,Base,0xb326c02150bb0De265Bb0eCeDA53531ab0163bf6,Tier 1,Twin Beacon listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Base–Solana Bridge,Twin Implementation,Base,0xb0887e4793d944Cf7bA674B3b3FA5C15900ddaA7,Tier 1,Twin Implementation listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,57,High priority,inventory_parsed_not_reviewed
Base–Solana Bridge,Solana Bridge Program,Solana,HNCne2FkVaNghhjKXapxJzPaBvAKDG1Ge3gqhZyfVWLM,Tier 1,Solana Bridge Program listed under Base–Solana Bridge in Coinbase Cantina Tier 1 scope.,unknown_pending_bytecode_review,pending_explorer_or_official_repo_check,,,40,Medium priority,inventory_parsed_not_reviewed
